hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,0,70,2017,March,41,5,2,9,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,137.15,0,0,Check-Out,2016-03-22
Resort Hotel,0,1,2016,April,8,14,1,2,2,0.0,0,BB,GBR,Direct,TA/TO,0,0,0,A,A,0,Non Refund,17.0,,0,Transient,62.23,0,5,Check-Out,2017-09-18
Resort Hotel,1,128,2016,October,44,27,3,7,2,1.0,0,HB,IRL,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,20.0,,0,Transient,78.69,0,0,Canceled,2017-08-26
Resort Hotel,0,53,2016,June,7,28,0,0,2,2.0,0,HB,IRL,Online TA,TA/TO,1,0,0,A,A,0,Non Refund,7.0,,0,Transient,118.51,0,0,Check-Out,2016-03-16
Resort Hotel,0,215,2016,May,10,27,2,2,2,0.0,0,SC,PRT,Groups,Corporate,0,0,0,D,D,0,No Deposit,,,0,Contract,0.5,0,0,Check-Out,2017-03-07
Resort Hotel,0,77,2016,June,26,4,3,5,2,1.0,0,BB,USA,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,4.0,,0,Transient,75.82,0,0,Check-Out,2016-09-29
Resort Hotel,0,48,2016,May,10,5,2,9,2,0.0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient-Party,144.31,0,2,Check-Out,2016-09-20
City Hotel,0,0,2016,October,4,5,2,8,1,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,1,A,A,0,No Deposit,16.0,112.0,0,Transient,32.9,0,2,Check-Out,2017-07-08
City Hotel,0,155,2017,May,3,22,0,9,2,0.0,0,BB,PRT,Direct,TA/TO,0,0,1,A,A,0,No Deposit,34.0,,0,Transient,128.89,0,1,Check-Out,2016-10-01
City Hotel,0,83,2015,June,15,6,2,9,2,0.0,0,SC,PRT,Online TA,Direct,0,0,0,G,G,0,No Deposit,23.0,,0,Transient,80.14,0,1,Check-Out,2017-11-10
Resort Hotel,0,80,2017,July,26,13,1,8,2,0.0,0,BB,PRT,Online TA,Direct,0,0,0,C,C,0,Non Refund,15.0,,0,Transient,76.16,0,0,Check-Out,2016-03-13
City Hotel,0,176,2017,August,3,23,3,3,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,Non Refund,20.0,,0,Transient,131.26,0,0,Check-Out,2017-07-25
Resort Hotel,1,15,2016,May,8,14,1,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,36.0,,0,Transient,176.01,0,1,Canceled,2016-12-21
City Hotel,0,138,2016,January,32,27,1,8,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,19.0,,0,Transient,101.81,0,0,Check-Out,2016-04-21
City Hotel,0,7,2016,September,17,14,1,1,2,0.0,0,FB,FRA,Offline TA/TO,Corporate,0,0,0,F,F,1,No Deposit,10.0,,0,Transient,166.77,0,1,Check-Out,2016-01-09
City Hotel,0,4,2017,July,40,11,2,5,4,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,B,B,0,No Deposit,9.0,117.0,0,Transient-Party,119.96,0,2,Check-Out,2016-08-01
City Hotel,0,187,2017,August,44,28,3,7,2,0.0,0,BB,NLD,Groups,TA/TO,0,0,0,C,C,0,No Deposit,35.0,,0,Transient,54.0,0,0,Check-Out,2017-07-05
City Hotel,1,214,2017,July,2,16,1,0,2,1.0,0,BB,ESP,Groups,TA/TO,1,0,0,A,A,0,No Deposit,11.0,,0,Transient,154.55,0,1,Canceled,2016-09-10
City Hotel,1,11,2017,July,50,6,0,9,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,C,C,2,No Deposit,22.0,,0,Transient-Party,163.96,0,1,Canceled,2016-11-14
Resort Hotel,1,23,2016,December,36,18,3,3,2,0.0,0,FB,CN,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,29.0,,0,Transient,122.83,0,1,Canceled,2016-07-08
City Hotel,0,34,2017,January,43,22,2,2,2,2.0,0,HB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient-Party,47.52,0,0,Check-Out,2016-06-08
City Hotel,0,157,2016,February,25,24,1,3,1,0.0,0,BB,ESP,Direct,GDS,0,1,0,D,D,0,No Deposit,1.0,,0,Transient,38.43,0,1,Check-Out,2016-12-11
City Hotel,0,143,2016,December,1,1,3,4,4,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,1,D,D,0,No Deposit,,,0,Transient,126.24,1,1,Check-Out,2017-06-22
City Hotel,0,29,2016,November,47,4,1,4,1,1.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,34.0,,0,Transient-Party,126.14,0,0,Check-Out,2017-02-02
City Hotel,0,118,2017,May,30,18,2,1,3,0.0,0,SC,ITA,Direct,Direct,0,0,1,A,A,0,No Deposit,39.0,,0,Transient,136.82,0,1,Check-Out,2016-03-15
Resort Hotel,0,2,2015,July,2,21,3,1,2,0.0,0,BB,DEU,Online TA,Direct,0,0,0,A,A,1,No Deposit,24.0,,0,Transient,6.66,0,2,Check-Out,2017-03-17
Resort Hotel,0,21,2016,June,9,19,0,4,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,1,B,G,1,No Deposit,10.0,,0,Transient,66.03,0,1,Check-Out,2017-03-04
City Hotel,0,57,2016,December,11,11,3,2,3,0.0,0,HB,NLD,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,22.0,,0,Transient,79.21,0,4,Check-Out,2016-03-31
City Hotel,1,51,2017,June,20,22,3,6,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,32.0,,0,Contract,153.32,1,3,Canceled,2017-03-18
City Hotel,0,43,2016,October,24,17,1,8,2,0.0,0,BB,BEL,Groups,TA/TO,0,0,0,D,D,0,No Deposit,25.0,,0,Transient,105.99,0,3,Check-Out,2016-03-19
City Hotel,1,11,2016,May,23,26,1,0,2,0.0,0,BB,PRT,Direct,TA/TO,0,0,0,A,A,1,No Deposit,20.0,,0,Transient,156.17,0,0,Canceled,2017-05-14
Resort Hotel,0,131,2016,May,46,11,0,0,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,B,B,0,No Deposit,23.0,,0,Transient,60.63,0,2,Check-Out,2017-06-03
City Hotel,0,18,2016,September,50,22,0,6,1,0.0,0,SC,NLD,Direct,TA/TO,0,0,0,B,B,0,No Deposit,10.0,,0,Transient,21.84,0,1,Check-Out,2016-03-31
Resort Hotel,0,126,2017,May,36,5,3,0,2,0.0,0,HB,DEU,Online TA,Direct,0,0,0,D,D,1,No Deposit,16.0,,0,Transient,143.01,0,0,Check-Out,2017-11-05
City Hotel,1,108,2017,January,33,21,1,6,2,0.0,0,BB,PRT,Online TA,Direct,0,0,0,D,D,0,No Deposit,19.0,,0,Transient-Party,95.12,0,1,Canceled,2016-06-18
City Hotel,0,39,2017,March,45,21,2,4,1,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,C,E,1,No Deposit,32.0,,0,Transient,107.37,0,2,Check-Out,2016-12-02
City Hotel,0,57,2017,November,14,8,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,Non Refund,22.0,,0,Transient,49.13,0,1,Check-Out,2016-09-27
City Hotel,0,48,2015,May,30,2,1,6,3,0.0,0,BB,GBR,Direct,TA/TO,0,0,0,A,A,0,No Deposit,19.0,,0,Transient,111.28,0,2,Check-Out,2017-07-19
Resort Hotel,0,380,2016,February,34,28,3,8,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,,,0,Transient,114.54,0,2,Check-Out,2016-06-28
City Hotel,0,45,2016,December,15,3,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,106.01,1,1,Check-Out,2016-03-15
Resort Hotel,1,186,2017,December,50,14,0,1,4,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,34.0,,0,Transient,135.16,0,1,Canceled,2017-06-13
Resort Hotel,0,124,2016,June,13,1,0,6,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,140.5,0,2,Check-Out,2016-06-01
City Hotel,0,88,2017,August,4,12,3,0,2,0.0,0,HB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,17.0,,0,Transient-Party,161.85,0,0,Check-Out,2017-02-08
City Hotel,0,3,2015,October,17,23,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,1,2,0,D,D,0,No Deposit,8.0,,0,Transient,108.32,0,2,Check-Out,2017-10-11
City Hotel,0,42,2016,January,43,15,0,4,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,20.0,,0,Transient-Party,181.23,2,0,Check-Out,2016-03-24
City Hotel,0,196,2016,April,20,7,1,3,2,0.0,0,SC,FRA,Online TA,GDS,1,0,0,A,A,0,No Deposit,21.0,,0,Transient,47.45,0,1,Check-Out,2017-08-20
Resort Hotel,0,110,2017,July,12,12,3,5,1,0.0,0,BB,CN,Groups,TA/TO,0,0,1,D,D,1,Non Refund,17.0,,0,Transient-Party,147.27,0,0,Check-Out,2016-06-19
City Hotel,0,169,2017,July,46,3,2,1,3,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient,107.14,0,3,Check-Out,2016-11-09
Resort Hotel,0,38,2016,April,8,17,0,2,2,0.0,0,SC,NLD,Online TA,Direct,0,0,0,A,A,0,No Deposit,10.0,,0,Transient-Party,100.35,0,4,Check-Out,2016-12-04
City Hotel,0,1,2017,January,9,1,3,0,2,0.0,0,HB,BEL,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,11.0,,0,Transient,85.14,0,0,Check-Out,2017-11-20
City Hotel,1,151,2017,December,47,10,3,9,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,1,D,D,0,Non Refund,20.0,,0,Transient,129.84,0,1,Canceled,2016-11-14
Resort Hotel,0,56,2016,August,17,2,2,8,2,0.0,0,SC,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,18.0,,0,Transient,188.72,1,0,Check-Out,2017-07-19
City Hotel,0,24,2017,October,1,7,0,2,1,0.0,1,BB,,Direct,TA/TO,0,0,1,B,B,0,Non Refund,9.0,,0,Transient-Party,164.59,0,3,Check-Out,2016-01-05
Resort Hotel,0,48,2016,June,23,2,0,0,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,25.0,,0,Transient,145.9,0,4,Check-Out,2016-11-28
City Hotel,0,32,2016,July,39,26,3,2,1,0.0,0,SC,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,20.0,,0,Contract,99.05,1,1,Check-Out,2016-11-23
Resort Hotel,1,18,2015,June,40,22,3,9,1,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,10.0,,0,Transient-Party,178.94,0,0,Canceled,2016-06-02
Resort Hotel,0,46,2016,June,5,26,3,8,4,0.0,0,BB,ESP,Direct,Corporate,0,0,1,C,C,0,No Deposit,4.0,,0,Transient,124.25,0,1,Check-Out,2017-09-12
Resort Hotel,1,15,2016,September,15,20,1,6,1,1.0,0,BB,PRT,Direct,TA/TO,0,0,0,A,A,0,Non Refund,6.0,,0,Transient,58.08,0,2,Canceled,2016-10-05
City Hotel,0,239,2015,December,33,14,2,9,1,0.0,0,BB,BRA,Groups,TA/TO,0,0,0,E,E,0,No Deposit,3.0,,0,Transient,68.6,0,3,Check-Out,2017-03-19
Resort Hotel,0,13,2016,October,35,5,0,1,2,0.0,0,SC,PRT,Groups,TA/TO,0,2,0,A,A,0,Non Refund,2.0,,0,Transient,178.07,0,0,Check-Out,2017-01-26
City Hotel,0,71,2017,September,33,27,0,5,2,0.0,0,SC,PRT,Groups,TA/TO,0,0,0,D,A,1,No Deposit,4.0,,0,Transient-Party,155.94,0,0,Check-Out,2016-11-23
Resort Hotel,1,151,2016,January,18,26,0,7,4,0.0,0,SC,PRT,Corporate,TA/TO,0,0,0,D,D,0,No Deposit,14.0,,0,Transient-Party,162.15,0,1,Canceled,2016-05-01
City Hotel,0,112,2015,July,45,12,2,0,1,2.0,0,BB,ESP,Groups,Direct,0,0,0,D,D,0,No Deposit,22.0,,0,Transient,112.31,0,0,Check-Out,2017-01-10
City Hotel,0,40,2015,December,5,7,1,4,2,0.0,0,BB,IRL,Groups,TA/TO,0,0,0,D,D,0,No Deposit,20.0,,0,Transient,66.77,0,0,Check-Out,2016-05-29
City Hotel,0,104,2016,May,43,11,2,3,2,0.0,0,BB,ESP,Online TA,Corporate,0,0,0,B,B,1,No Deposit,38.0,,0,Transient,25.64,0,2,Check-Out,2017-07-16
City Hotel,0,40,2017,July,49,12,1,1,2,0.0,0,BB,PRT,Direct,Direct,1,0,0,E,G,1,No Deposit,38.0,,0,Transient,67.59,0,1,Check-Out,2016-10-18
City Hotel,1,32,2017,April,36,26,2,2,1,0.0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,8.0,,0,Transient,38.97,0,1,Canceled,2016-06-06
Resort Hotel,0,27,2016,March,23,2,3,9,2,0.0,0,BB,GBR,Corporate,TA/TO,0,0,1,F,F,0,No Deposit,36.0,,0,Transient,209.84,0,2,Check-Out,2016-07-03
City Hotel,0,13,2017,September,20,18,2,5,2,0.0,0,HB,PRT,Direct,TA/TO,0,0,0,A,A,0,No Deposit,24.0,,0,Transient,80.02,0,0,Check-Out,2016-09-07
Resort Hotel,0,60,2016,April,23,22,3,0,1,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,31.0,,0,Transient,80.05,0,0,Check-Out,2016-09-08
City Hotel,0,75,2017,August,9,22,3,6,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,C,C,1,No Deposit,33.0,,0,Transient,79.71,0,4,Check-Out,2017-01-19
Resort Hotel,0,48,2015,August,12,6,2,5,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,17.0,,0,Transient,26.5,0,2,Check-Out,2017-09-30
Resort Hotel,0,21,2016,November,34,12,3,3,2,1.0,0,SC,ESP,Offline TA/TO,Direct,0,0,0,A,A,0,No Deposit,18.0,,0,Transient-Party,22.98,0,2,Check-Out,2016-06-14
City Hotel,0,19,2016,December,29,10,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,Non Refund,31.0,,0,Transient-Party,177.85,0,0,Check-Out,2017-04-10
Resort Hotel,0,0,2016,July,26,12,2,5,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,34.0,,0,Transient-Party,185.6,0,0,Check-Out,2017-11-28
Resort Hotel,1,84,2015,January,25,3,0,9,2,0.0,0,HB,GBR,Online TA,GDS,0,0,0,D,D,1,No Deposit,19.0,,0,Transient,158.72,0,3,Canceled,2017-04-01
Resort Hotel,0,232,2015,July,5,3,0,7,1,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,11.0,,0,Transient,128.32,0,1,Check-Out,2016-08-18
City Hotel,0,96,2016,November,46,1,0,4,2,0.0,0,BB,DEU,Groups,TA/TO,0,0,1,E,E,0,No Deposit,28.0,,0,Transient,50.62,0,0,Check-Out,2017-07-17
City Hotel,0,145,2017,June,50,28,0,2,2,0.0,0,SC,DEU,Online TA,Direct,0,1,0,A,A,1,No Deposit,32.0,,0,Transient,163.22,0,2,Check-Out,2016-11-17
Resort Hotel,1,25,2017,July,13,12,1,1,2,0.0,0,BB,CN,Online TA,GDS,0,0,0,C,G,0,No Deposit,32.0,,0,Transient,105.6,0,0,Canceled,2017-01-20
City Hotel,1,79,2015,October,17,7,2,1,2,0.0,0,HB,GBR,Offline TA/TO,Direct,0,0,0,E,E,0,No Deposit,17.0,,0,Transient,129.47,0,0,Canceled,2017-04-12
Resort Hotel,0,0,2017,June,33,23,3,1,2,0.0,0,SC,PRT,Online TA,Direct,0,0,1,C,C,0,No Deposit,8.0,,0,Transient,118.63,0,0,Check-Out,2016-12-14
City Hotel,0,65,2016,May,1,14,3,8,2,0.0,0,HB,BRA,Direct,TA/TO,0,3,0,A,A,0,No Deposit,21.0,,0,Transient,140.32,0,0,Check-Out,2017-11-09
Resort Hotel,0,244,2017,June,6,11,0,5,1,0.0,0,BB,FRA,Groups,Direct,0,0,0,B,G,0,No Deposit,12.0,,0,Transient,149.17,0,2,Check-Out,2016-06-06
City Hotel,0,38,2015,November,47,4,1,0,1,1.0,0,BB,DEU,Online TA,Direct,0,0,0,D,D,0,No Deposit,13.0,,0,Contract,98.85,0,0,Check-Out,2017-01-27
City Hotel,0,40,2017,June,9,11,1,9,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,F,F,1,No Deposit,29.0,,0,Transient,152.33,0,0,Check-Out,2017-11-30
Resort Hotel,0,50,2017,April,31,19,0,1,3,0.0,0,SC,GBR,Direct,TA/TO,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,92.13,0,1,Check-Out,2016-05-07
Resort Hotel,0,109,2017,August,46,18,0,6,2,1.0,0,Undefined,CN,Online TA,TA/TO,0,0,1,A,A,0,No Deposit,33.0,,0,Transient,150.94,0,4,Check-Out,2017-05-20
Resort Hotel,0,10,2017,September,39,11,1,0,2,0.0,0,SC,BRA,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,17.0,103.0,0,Transient,152.09,0,0,Check-Out,2016-04-01
Resort Hotel,0,78,2016,November,15,18,3,5,2,0.0,0,SC,CN,Online TA,TA/TO,1,1,0,A,A,0,No Deposit,7.0,,0,Transient,29.24,0,2,Check-Out,2017-04-22
City Hotel,1,141,2017,November,8,22,1,5,1,0.0,0,HB,BEL,Online TA,TA/TO,0,0,1,A,A,2,No Deposit,19.0,,0,Transient-Party,107.02,1,4,Canceled,2017-06-18
City Hotel,0,42,2016,October,38,27,1,9,1,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,D,D,0,Refundable,15.0,,0,Transient,8.31,0,0,Check-Out,2016-08-23
City Hotel,0,60,2016,October,22,15,3,6,1,0.0,0,BB,ESP,Groups,TA/TO,0,2,1,A,A,0,No Deposit,14.0,,0,Transient,36.17,0,0,Check-Out,2016-05-24
City Hotel,1,178,2017,June,51,7,1,4,1,0.0,0,BB,PRT,Online TA,Corporate,0,0,0,A,A,0,Non Refund,9.0,,0,Transient,108.19,0,0,Canceled,2016-05-18
City Hotel,0,72,2016,May,34,4,2,5,2,2.0,0,BB,ITA,Groups,TA/TO,0,0,0,E,E,0,Non Refund,10.0,,0,Transient,99.13,0,1,Check-Out,2017-08-22
Resort Hotel,0,9,2016,July,1,5,3,6,2,0.0,0,BB,IRL,Offline TA/TO,Corporate,0,0,0,E,E,0,Non Refund,31.0,,0,Transient,93.62,0,3,Check-Out,2017-05-02
City Hotel,0,98,2017,September,14,1,0,4,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,B,B,0,No Deposit,32.0,,0,Transient,134.97,0,2,Check-Out,2017-11-26
City Hotel,0,19,2016,July,39,16,2,7,2,2.0,0,Undefined,GBR,Direct,Corporate,0,2,0,A,A,0,No Deposit,18.0,,0,Transient,88.38,0,1,Check-Out,2016-10-28
City Hotel,0,63,2015,March,37,6,1,5,3,0.0,0,SC,PRT,Groups,TA/TO,0,2,0,B,B,0,No Deposit,12.0,,0,Transient,52.84,0,3,Check-Out,2016-08-27
City Hotel,0,81,2016,January,39,7,0,9,1,2.0,0,SC,ITA,Corporate,TA/TO,0,0,0,E,E,0,No Deposit,26.0,106.0,0,Transient,36.18,0,1,Check-Out,2017-03-05
City Hotel,0,37,2017,January,13,21,0,1,2,2.0,0,SC,BRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,28.0,,0,Transient-Party,30.57,0,4,Check-Out,2017-10-18
City Hotel,1,22,2017,June,13,9,2,7,1,2.0,0,SC,FRA,Online TA,TA/TO,1,1,1,A,A,0,Non Refund,23.0,,0,Transient-Party,65.79,0,0,Canceled,2016-03-23
City Hotel,0,197,2015,October,11,24,2,8,1,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,31.0,,0,Transient,71.77,0,2,Check-Out,2016-11-29
City Hotel,0,83,2016,October,37,4,2,7,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,18.0,,0,Transient,169.09,0,0,Check-Out,2017-08-16
Resort Hotel,0,57,2016,October,1,10,2,9,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,27.0,,0,Transient,113.03,0,0,Check-Out,2016-04-24
City Hotel,0,32,2017,September,43,2,2,4,2,0.0,0,BB,DEU,Direct,Corporate,0,0,0,F,F,1,No Deposit,22.0,,0,Transient,59.45,0,1,Check-Out,2017-06-22
Resort Hotel,0,178,2017,January,15,16,0,5,2,0.0,0,FB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,143.12,0,2,Check-Out,2016-12-22
City Hotel,0,68,2017,November,26,4,0,1,1,0.0,0,BB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,141.44,0,0,Check-Out,2017-07-02
City Hotel,1,265,2016,December,13,7,1,3,3,0.0,0,BB,DEU,Direct,Direct,0,2,0,C,C,0,No Deposit,8.0,,0,Transient,85.79,0,2,Canceled,2017-03-11
City Hotel,0,44,2016,November,23,21,2,1,1,0.0,0,BB,IRL,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,21.0,,0,Group,162.96,0,3,Check-Out,2017-06-13
Resort Hotel,0,138,2016,June,40,25,3,7,4,2.0,0,HB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,152.07,0,0,Check-Out,2017-01-09
City Hotel,0,115,2016,March,11,16,3,7,2,0.0,0,SC,PRT,Direct,TA/TO,0,0,1,A,A,0,No Deposit,,,0,Transient-Party,91.43,0,0,Check-Out,2016-06-08
City Hotel,0,56,2016,November,30,28,3,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,15.0,,0,Transient,103.32,0,2,Check-Out,2017-06-13
City Hotel,0,81,2015,March,3,22,1,8,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,89.69,0,0,Check-Out,2016-01-14
Resort Hotel,1,205,2015,October,10,22,2,3,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,1,G,G,0,No Deposit,39.0,107.0,0,Transient,129.94,0,0,Canceled,2017-04-21
Resort Hotel,1,17,2017,December,36,28,0,7,2,0.0,0,BB,NLD,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,35.0,,0,Transient,2.02,0,1,Canceled,2017-02-19
City Hotel,0,1,2015,November,30,3,1,9,1,0.0,0,FB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,11.0,104.0,0,Transient-Party,148.08,0,1,Check-Out,2017-07-08
Resort Hotel,0,46,2016,July,32,7,0,8,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,41.03,0,0,Check-Out,2017-01-13
Resort Hotel,0,13,2017,November,12,13,3,1,2,0.0,0,FB,PRT,Online TA,Direct,0,0,0,A,A,1,Non Refund,30.0,,0,Transient,76.3,0,1,Check-Out,2016-01-25
City Hotel,0,17,2015,October,11,18,1,1,4,0.0,0,BB,FRA,Direct,Direct,0,0,0,C,C,0,No Deposit,21.0,,0,Transient,199.98,0,0,Check-Out,2016-12-17
City Hotel,0,209,2016,December,23,28,2,1,2,0.0,0,FB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,25.0,,0,Transient-Party,91.08,0,0,Check-Out,2017-04-30
City Hotel,0,43,2016,May,7,3,0,8,2,0.0,0,SC,ITA,Online TA,TA/TO,1,0,0,D,D,0,No Deposit,35.0,,0,Transient,122.1,0,0,Check-Out,2016-10-19
Resort Hotel,0,14,2016,August,47,7,3,5,2,0.0,1,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,21.0,,0,Transient,125.43,0,0,Check-Out,2017-08-22
City Hotel,0,72,2016,October,14,9,2,1,1,0.0,1,HB,GBR,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,19.0,,112,Transient,122.84,0,0,Check-Out,2017-03-03
City Hotel,0,0,2016,March,38,19,0,5,1,0.0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,F,F,0,Non Refund,31.0,,193,Transient,87.56,0,1,Check-Out,2016-04-05
City Hotel,0,23,2016,March,9,27,1,5,2,0.0,0,Undefined,DEU,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,39.0,,0,Transient,126.88,0,1,Check-Out,2017-01-12
City Hotel,1,41,2015,May,34,27,0,5,2,0.0,0,BB,ITA,Groups,TA/TO,0,0,0,D,D,0,No Deposit,38.0,,0,Transient-Party,103.68,0,1,Canceled,2017-03-21
Resort Hotel,0,84,2015,May,11,21,0,6,2,0.0,0,BB,ITA,Online TA,Direct,0,0,0,A,A,0,Refundable,26.0,,0,Contract,28.44,0,0,Check-Out,2017-06-12
City Hotel,0,176,2016,October,15,22,0,1,2,0.0,0,BB,DEU,Groups,Direct,0,0,0,A,A,0,No Deposit,23.0,,0,Transient,54.51,0,3,Check-Out,2016-07-17
Resort Hotel,1,1,2016,December,22,12,2,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,2,1,A,A,0,No Deposit,26.0,,0,Transient,99.42,0,2,Canceled,2017-08-29
City Hotel,0,45,2017,February,7,18,3,7,3,0.0,0,BB,GBR,Online TA,Direct,0,0,1,F,F,0,No Deposit,3.0,,0,Transient,130.24,0,0,Check-Out,2017-07-22
City Hotel,0,13,2015,April,7,5,2,9,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,1,D,D,0,No Deposit,37.0,,0,Transient,130.93,0,1,Check-Out,2016-05-02
City Hotel,1,101,2016,December,40,15,2,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,1,E,E,2,No Deposit,2.0,,0,Transient-Party,115.05,0,1,Canceled,2017-11-15
Resort Hotel,0,60,2016,August,18,9,0,5,1,1.0,0,SC,ESP,Offline TA/TO,TA/TO,0,0,1,A,A,0,No Deposit,3.0,,0,Transient,106.77,0,1,Check-Out,2017-02-02
City Hotel,0,30,2017,March,30,27,0,9,4,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,2.0,,0,Transient,100.77,0,0,Check-Out,2017-10-28
City Hotel,0,13,2016,August,34,11,0,6,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,30.0,,0,Transient,121.3,0,1,Check-Out,2017-01-02
Resort Hotel,0,83,2015,November,33,12,3,2,2,0.0,0,HB,GBR,Direct,TA/TO,0,0,0,A,A,0,No Deposit,12.0,117.0,0,Transient,62.87,0,1,Check-Out,2016-06-24
